,Acquisition Date,Ticker,Quantity,Unit Cost,Cost Basis,Start of Year,Latest Date,Ticker Adj Close,ticker return,SP 500 Initial Close,Equiv SP Shares,SP 500 Latest Close,SP Return,Abs. Return Compare,Ticker Share Value,SP 500 Value,Abs Value Compare,Stock Gain / (Loss),SP 500 Gain / (Loss),Ticker Start Year Close,SP Start Year Close,Share YTD,SP 500 YTD,Cum Invst,Cum Ticker Returns,Cum SP Returns,Cum Ticker ROI Mult,Closing High Adj Close,Closing High Adj Close Date,Pct off High,Counts,Ticker #
0,2013-02-07,AAPL,125,65.4,8175.000000000001,2017-12-29,2018-07-13,189.998398,1.9051742813455657,1509.390015,5.416095189949962,2801.310059,0.855921949371051,1.0492523319745146,23749.799750000002,15172.161936108343,8577.637813891659,15574.799750000002,6997.161936108342,166.726913,2673.610107,0.13957845545907754,0.047763116867959976,8175.000000000001,23749.799750000002,15172.161936108343,2.9051742813455657,192.629944,2018-06-06,-0.01366114709559374,0,AAPL 0
1,2013-12-13,FB,150,53.32,7998.0,2017-12-29,2018-07-13,207.320007,2.8882221867966993,1775.319946,4.505103442351568,2801.310059,0.5779184283439576,2.3103037584527417,31098.00105,12620.191589894974,18477.809460105025,23100.00105,4622.191589894974,176.46000700000002,2673.610107,0.1748838194254405,0.047763116867959976,16173.0,54847.8008,27792.353526003317,3.391318914239782,207.320007,2018-07-13,0.0,1,FB 1
2,2014-02-27,JNJ,100,81.9,8190.000000000001,2017-12-29,2018-07-13,124.304749,0.517762503052503,1854.290039,4.4167847681567585,2801.310059,0.5107183882143478,0.007044114838155258,12430.4749,12372.78359947551,57.691300524489634,4240.474899999998,4182.783599475509,136.03038,2673.610107,-0.08619861974950016,0.047763116867959976,24363.0,67278.2757,40165.137125478825,2.761493892377786,144.22804299999999,2018-01-22,-0.1381374494556512,2,JNJ 2
3,2013-06-04,MCD,100,84.99,8499.0,2017-12-29,2018-07-13,156.561111,0.8421121426050127,1631.380005,5.209699747423348,2801.310059,0.7171413468439563,0.12497079576105641,15656.111100000002,14593.984306826784,1062.1267931732182,7157.111100000002,6094.984306826784,167.868698,2673.610107,-0.06735971109992156,0.047763116867959976,32862.0,82934.38680000001,54759.121432305605,2.5237169618404236,173.954575,2018-01-26,-0.09998854011169289,3,MCD 3
4,2015-12-14,MTCH,600,13.63,8178.000000000001,2017-12-29,2018-07-13,37.013973,1.715625311812179,2021.939941,4.044630522484941,2801.310059,0.3854566113445206,1.3301687004676583,22208.3838,11330.264167575491,10878.119632424508,14030.3838,3152.2641675754903,29.799627,2673.610107,0.24209517790273005,0.047763116867959976,41040.0,105142.7706,66089.38559988109,2.5619583479532166,45.770171999999995,2018-04-17,-0.1913079767320952,4,MTCH 4
5,2016-01-14,NFLX,75,108.71,8153.249999999999,2017-12-29,2018-07-13,395.799988,2.6408792935332537,1921.839966,4.242418798777337,2801.310059,0.45761879686084117,2.1832604966724123,29684.999099999997,11884.330455505651,17800.668644494348,21531.749099999997,3731.080455505652,191.96000700000002,2673.610107,1.061887755609427,0.047763116867959976,49193.25,134827.7697,77973.71605538674,2.740777844521352,418.97000099999997,2018-07-09,-0.055302319843181236,5,NFLX 5
6,2015-01-05,TWTR,225,36.38,8185.500000000001,2017-12-29,2018-07-13,44.490002000000004,0.22292473886750974,2020.5799559999998,4.05106463403916,2801.310059,0.3863891159969519,-0.16346437712944217,10010.250450000001,11348.288108993052,-1338.037658993051,1824.7504500000005,3162.7881089930515,24.01,2673.610107,0.8529780091628489,0.047763116867959976,57378.75,144838.02015,89322.00416437979,2.52424495392458,52.869999,2015-04-07,-0.15850193225840603,6,TWTR 6
7,2013-08-14,WMT,125,68.3,8537.5,2017-12-29,2018-07-13,86.720337,0.26969746705710107,1685.390015,5.065593081729513,2801.310059,0.6621138336339318,-0.39241636657683077,10840.042125,14190.296854649692,-3350.2547296496923,2302.542125,5652.796854649692,96.460487,2673.610107,-0.10097554245190576,0.047763116867959976,65916.25,155678.062275,103512.30101902949,2.361755443839721,107.010101,2018-01-29,-0.18960606345002895,7,WMT 7
